,Hotel_Name,Hotel_Address,Country,City
448911,Hotel Capricorno,Schwedenplatz 3 4 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
449422,Hotel Advance,Sep lveda 180 Eixample 08011 Barcelona Spain,Spain,Barcelona
449450,Derag Livinghotel Kaiser Franz Joseph Vienna,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,Austria,Vienna
449597,Room Mate Giulia,Silvio Pellico 4 Milan City Center 20121 Milan Italy,Italy,Milan
450118,Simm s Hotel,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,Austria,Vienna
450210,Hotel Esther a,Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands,Netherlands,Amsterdam
452047,Hotel Royal,Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
452196,Sloane Square Hotel,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,United Kingdom,London
452658,Best Western Plus Hotel Blue Square,Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD Amsterdam Netherlands,Netherlands,Amsterdam
453252,Austria Trend Hotel Ananas Wien,Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,Austria,Vienna
453798,Hotel Zeitgeist Vienna Hauptbahnhof,Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,Austria,Vienna
453898,AZIMUT Hotel Vienna,Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,Austria,Vienna
454064,Hilton London Canary Wharf,South Quay Marsh Wall Tower Hamlets London E14 9SH United Kingdom,United Kingdom,London
455605,Grange Holborn Hotel,Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,United Kingdom,London
455966,WestCord Art Hotel Amsterdam 4 stars,Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,Netherlands,Amsterdam
456433,W Amsterdam,Spuistraat 175 Amsterdam City Center 1012 VN Amsterdam Netherlands,Netherlands,Amsterdam
456647,NH City Centre Amsterdam,Spuistraat 288 292 Amsterdam City Center 1012 VX Amsterdam Netherlands,Netherlands,Amsterdam
457425,The Stafford London,St James s Place Westminster Borough London SW1A 1NJ United Kingdom,United Kingdom,London
457625,The Tower A Guoman Hotel,St Katherines Way Tower Hamlets London E1W 1LD United Kingdom,United Kingdom,London
459453,Ramada Apollo Amsterdam Centre,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,Netherlands,Amsterdam
461157,Amsterdam Marriott Hotel,Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,Netherlands,Amsterdam
461546,Park Hotel,Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,Netherlands,Amsterdam
462182,NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,Netherlands,Amsterdam
462577,DO CO Hotel Vienna,Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
462731,Hotel Am Stephansplatz,Stephansplatz 9 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
462866,The Savoy,Strand Westminster Borough London WC2R 0EU United Kingdom,United Kingdom,London
463406,The May Fair Hotel,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,United Kingdom,London
464206,Best Western Hotel Pension Arenberg Wien Zentrum,Stubenring 2 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
464405,Hotel Stefanie,Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
465289,Hotel City Central,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
465852,Amba Hotel Charing Cross,The Strand Westminster Borough London WC2N 5HX United Kingdom,United Kingdom,London
466637,Hotel Das Tigra,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
466995,Holiday Inn London Brent Cross,Tilling Road London NW2 1LP United Kingdom,United Kingdom,London
467428,Bermondsey Square Hotel A Bespoke Hotel,Tower Bridge Road Southwark London SE1 3UN United Kingdom,United Kingdom,London
467827,Courtyard by Marriott Vienna Prater Messe,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,Austria,Vienna
468018,NH Barcelona Stadium,Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain,Spain,Barcelona
468194,Imperial Riding School Renaissance Vienna Hotel,Ungargasse 60 03 Landstra e 1030 Vienna Austria,Austria,Vienna
468461,Aparthotel Adagio Vienna City,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
468773,Mercure Barcelona Condor,V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,Spain,Barcelona
468819,H10 Cubik 4 Sup,V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
469201,Sunotel Club Central,Valencia 157 Eixample 08011 Barcelona Spain,Spain,Barcelona
469602,Conservatorium Hotel,Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,Netherlands,Amsterdam
469740,NH Amsterdam Zuid,Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,Netherlands,Amsterdam
469969,Hotel Tocq,Via A de Tocqueville 7 D Garibaldi Station 20154 Milan Italy,Italy,Milan
470003,The Square Milano Duomo,Via Albricci 2 4 Milan City Center 20122 Milan Italy,Italy,Milan
470902,Mandarin Oriental Milan,Via Andegari 9 Milan City Center 20121 Milan Italy,Italy,Milan
470936,Art Hotel Navigli,Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy,Italy,Milan
471302,Hotel Balmoral,Via Augusta 5 08006 Barcelona Spain,Spain,Barcelona
471442,Brunelleschi Hotel,Via Baracchini 12 Milan City Center 20123 Milan Italy,Italy,Milan
471986,Camperio House Suites Apartments,Via Camperio 9 Milan City Center 20123 Milan Italy,Italy,Milan
472137,TownHouse 33,Via Carlo Goldoni 33 Citt Studi 20129 Milan Italy,Italy,Milan
472196,Hotel Regina,Via Cesare Correnti 13 Milan City Center 20123 Milan Italy,Italy,Milan
472256,Hotel Capitol Milano,Via Cimarosa 6 Fiera Milano City 20144 Milan Italy,Italy,Milan
472322,Hotel Clerici,Via Clerici 11 Milan City Center 20121 Milan Italy,Italy,Milan
472433,UNA Hotel Cusani,Via Cusani 13 Milan City Center 20121 Milan Italy,Italy,Milan
472697,Hotel Pierre Milano,Via De Amicis 32 Milan City Center 20123 Milan Italy,Italy,Milan
472764,MiHotel,Via Dei Fontanili 26 Ripamonti Corvetto 20141 Milan Italy,Italy,Milan
472786,Hotel Milano Scala,Via dell Orso 7 Milan City Center 20121 Milan Italy,Italy,Milan
473049,IH Hotels Milano Gioia,Via della Giustizia 10 D Bicocca Zara 20125 Milan Italy,Italy,Milan
473472,Style Hotel,Via delle Erbe 1 Milan City Center 20121 Milan Italy,Italy,Milan
473542,Andreola Central Hotel,Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,Italy,Milan
473742,Hotel Bristol,Via Domenico Scarlatti 32 Central Station 20124 Milan Italy,Italy,Milan
473815,Admiral Hotel,Via Domodossola 16 Fiera Milano City 20145 Milan Italy,Italy,Milan
473841,UNA Hotel Century,Via Fabio Filzi 25 B Central Station 20124 Milan Italy,Italy,Milan
474226,Hotel Marconi,Via Fabio Filzi 3 Central Station 20124 Milan Italy,Italy,Milan
474482,Hotel Cavour,Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,Italy,Milan
474882,Best Western Plus Hotel Felice Casati,Via Felice Casati 18 Central Station 20124 Milan Italy,Italy,Milan
475184,Nu Hotel,Via Feltre 19 B Citt Studi 20132 Milan Italy,Italy,Milan
475299,Hotel Magna Pars Small Luxury Hotels of the World,Via Forcella 6 Navigli 20144 Milan Italy,Italy,Milan
475382,Mercure Milano Regency,Via G Arimondi 12 Sempione 20155 Milan Italy,Italy,Milan
475409,Hotel Auriga,Via G B Pirelli 7 Central Station 20124 Milan Italy,Italy,Milan
475667,Hotel Portello Gruppo Minihotel,Via G Silva 12 Fiera Milano City 20149 Milan Italy,Italy,Milan
475738,Idea Hotel Milano San Siro,Via Gaetano Airaghi 125 20153 Milan Italy,Italy,Milan
476205,Windsor Hotel Milano,Via Galileo Galilei 2 Central Station 20124 Milan Italy,Italy,Milan
476640,Four Points Sheraton Milan Center,Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,Italy,Milan
476776,Four Seasons Hotel Milano,Via Ges 6 8 Milan City Center 20121 Milan Italy,Italy,Milan
476820,IH Hotels Milano Watt 13,Via Giacomo Watt 13 Famagosta 20143 Milan Italy,Italy,Milan
477006,LaGare Hotel Milano Centrale MGallery by Sofitel,Via Gian Battista Pirelli 20 Central Station 20124 Milan Italy,Italy,Milan
477505,Barcel Milan,Via Giorgio Stephenson 55 20157 Milan Italy,Italy,Milan
477738,UNA Hotel Scandinavia,Via Giovanni Battista Fauch Sempione 20154 Milan Italy,Italy,Milan
477806,Acca Palace,Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,Italy,Milan
478015,Sina De La Ville,Via Hoepli 6 Milan City Center 20121 Milan Italy,Italy,Milan
478288,UNA Hotel Mediterraneo,Via L Muratori 14 Porta Romana 20135 Milan Italy,Italy,Milan
478361,Hotel La Spezia Gruppo MiniHotel,Via La Spezia 25 Famagosta 20142 Milan Italy,Italy,Milan
478394,Exe Laietana Palace,Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
478818,Grand Hotel Central,Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
479116,Ilunion Almirante,Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
479380,Ohla Barcelona,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
479747,Barcelona Hotel Colonial,Via Layetana 3 Ciutat Vella 08003 Barcelona Spain,Spain,Barcelona
479801,NH Milano Machiavelli,Via Lazzaretto 5 Central Station 20124 Milan Italy,Italy,Milan
479981,Hotel Sanpi Milano,Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,Italy,Milan
480134,Best Western Hotel Ascot,Via Lentasio 3 Milan City Center 20122 Milan Italy,Italy,Milan
480370,Ca Bianca Hotel Corte Del Naviglio,Via Lodovico Il Moro 117 Navigli 20143 Milan Italy,Italy,Milan
480451,IH Hotels Milano Lorenteggio,Via Lorenteggio 278 Lorenteggio 20152 Milan Italy,Italy,Milan
480614,Hilton Garden Inn Milan North,Via Lucio Giunio Columella 36 Distretto Viale Monza 20128 Milan Italy,Italy,Milan
481054,DoubleTree By Hilton Milan,Via Ludovico Di Breme 77 Certosa 20156 Milan Italy,Italy,Milan
481095,Hilton Milan,Via Luigi Galvani 12 Central Station 20124 Milan Italy,Italy,Milan
481328,Hotel Wagner,Via M Buonarroti 13 Fiera Milano City 20149 Milan Italy,Italy,Milan
481338,Hotel Boutique Duomo,Via Mac Mahon 45 Sempione 20155 Milan Italy,Italy,Milan
481400,Hotel Manin,Via Manin 7 Milan City Center 20121 Milan Italy,Italy,Milan
481624,Grand Hotel et de Milan,Via Manzoni 29 Milan City Center 20121 Milan Italy,Italy,Milan
481702,Armani Hotel Milano,Via Manzoni 31 Milan City Center 20121 Milan Italy,Italy,Milan
481858,Meli Milano,Via Masaccio 19 Fiera Milano City 20149 Milan Italy,Italy,Milan
481965,Hotel Mediolanum,Via Mauro Macchi 1 Central Station 20124 Milan Italy,Italy,Milan
482085,UNA Maison Milano,Via Mazzini 4 Milan City Center 20123 Milan Italy,Italy,Milan
482405,Novotel Milano Linate Aeroporto,Via Mecenate 121 20138 Milan Italy,Italy,Milan
482594,Hotel Carrobbio,Via Medici 3 Milan City Center 20123 Milan Italy,Italy,Milan
482725,NH Milano Grand Hotel Verdi,Via Melchiorre Gioia 6 Garibaldi Station 20124 Milan Italy,Italy,Milan
482902,Crowne Plaza Milan City,Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,Italy,Milan
483059,Leonardo Hotel Milan City Center,Via Messina 10 Sempione 20154 Milan Italy,Italy,Milan
483194,Petit Palais Hotel De Charme,Via Molino Delle Armi 1 Angolo Corso Italia Milan City Center 20123 Milan Italy,Italy,Milan
483263,Mokinba Hotels Montebianco,Via Monte Rosa 90 Fiera Milano City 20149 Milan Italy,Italy,Milan
483312,Hotel Mentana,Via Morigi 2 Milan City Center 20123 Milan Italy,Italy,Milan
483451,Atahotel Contessa Jolanda,Via Murat 21 Niguarda 20159 Milan Italy,Italy,Milan
483570,Hotel Berna,Via Napo Torriani 18 Central Station 20124 Milan Italy,Italy,Milan
484622,Best Western Atlantic Hotel,Via Napo Torriani 24 Central Station 20124 Milan Italy,Italy,Milan
484928,LHP Hotel Napoleon,Via Ozanam 12 Citt Studi 20129 Milan Italy,Italy,Milan
485009,Ibis Styles Milano Palmanova,Via Palmanova 153 20132 Milan Italy,Italy,Milan
485021,Mokinba Hotels Baviera,Via Panfilo Castaldi 7 Central Station 20124 Milan Italy,Italy,Milan
485160,Hotel Vittoria,Via Pietro Calvi 32 P Vittoria 20129 Milan Italy,Italy,Milan
485248,Starhotels Business Palace,Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy,Italy,Milan
485752,Hotel Mercure Milano Solari,Via Pietro Orseolo 1 Navigli 20144 Milan Italy,Italy,Milan
485832,ADI Hotel Poliziano Fiera,Via Poliziano 11 Sempione 20154 Milan Italy,Italy,Milan
485939,Bulgari Hotel Milano,Via Privata Fratelli Gabba 7 B Milan City Center 20121 Milan Italy,Italy,Milan
485956,Best Western Madison Hotel,Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,Italy,Milan
486332,The Hub Hotel,Via Privata Polonia 10 20157 Milan Italy,Italy,Milan
486410,Hotel Silver,Via Riccardo Lombardi 9 11 20153 Milan Italy,Italy,Milan
486436,Colombia,Via Roberto Lepetit 15 Central Station 20124 Milan Italy,Italy,Milan
486586,Antares Hotel Rubens,Via Rubens 21 San Siro 20148 Milan Italy,Italy,Milan
486699,STRAF a Member of Design Hotels ,Via San Raffaele 3 Milan City Center 20121 Milan Italy,Italy,Milan
486945,Sina The Gray,Via San Raffaele 6 Milan City Center 20121 Milan Italy,Italy,Milan
487038,Antica Locanda Dei Mercanti,Via San Tomaso 6 Milan City Center 20121 Milan Italy,Italy,Milan
487120,Palazzo Segreti,Via San Tomaso 8 b Milan City Center 20121 Milan Italy,Italy,Milan
487188,Hotel Santa Marta Suites,Via Santa Marta 4 Milan City Center 20123 Milan Italy,Italy,Milan
487365,TH Street Duomo,Via Santa Radegonda 14 Milan City Center 20121 Milan Italy,Italy,Milan
487398,Uptown Palace,Via Santa Sofia 10 Milan City Center 20122 Milan Italy,Italy,Milan
487846,Hotel Manzoni,Via Santo Spirito 20 Milan City Center 20121 Milan Italy,Italy,Milan
488052,Senato Hotel Milano,Via Senato 22 Milan City Center 20121 Milan Italy,Italy,Milan
488256,Baglioni Hotel Carlton The Leading Hotels of the World,Via Senato 5 Milan City Center 20121 Milan Italy,Italy,Milan
488409,Hotel Da Vinci,Via Senigallia 6 20161 Milan Italy,Italy,Milan
490286,TownHouse Duomo,Via Silvio Pellico 2 Milan City Center 20121 Milan Italy,Italy,Milan
490354,TownHouse Galleria,Via Silvio Pellico 8 Milan City Center 20121 Milan Italy,Italy,Milan
490507,Hotel Spadari Al Duomo,Via Spadari 11 Milan City Center 20123 Milan Italy,Italy,Milan
490750,Starhotels Ritz,Via Spallanzani 40 Central Station 20129 Milan Italy,Italy,Milan
491403,Ramada Plaza Milano,Via Stamira D Ancona 27 Distretto Viale Monza 20127 Milan Italy,Italy,Milan
491749,NH Milano Touring,Via Tarchetti 2 Milan City Center 20121 Milan Italy,Italy,Milan
492395,AC Hotel Milano a Marriott Lifestyle Hotel,Via Tazzoli 2 Garibaldi Station 20154 Milan Italy,Italy,Milan
492467,Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,Via Tiziano 6 Fiera Milano City 20145 Milan Italy,Italy,Milan
492528,Park Hyatt Milano,Via Tommaso Grossi 1 Milan City Center 20121 Milan Italy,Italy,Milan
492643,Nhow Milan,Via Tortona 35 Navigli 20144 Milan Italy,Italy,Milan
492841,Holiday Inn Milan Garibaldi Station,Via Ugo Bassi 1 A Ang Via C Farini Garibaldi Station 20159 Milan Italy,Italy,Milan
492890,Milan Suite Hotel,Via Varesina 124 Certosa 20156 Milan Italy,Italy,Milan
493027,Klima Hotel Milano Fiere,Via Venezia Giulia 8 20157 Milan Italy,Italy,Milan
493136,Radisson Blu Hotel Milan,Via Villapizzone 24 Certosa 20156 Milan Italy,Italy,Milan
493359,Milan Marriott Hotel,Via Washington 66 Fiera Milano City 20146 Milan Italy,Italy,Milan
493433,ADI Doria Grand Hotel,Viale Andrea Doria 22 Central Station 20124 Milan Italy,Italy,Milan
493580,Starhotels Echo,Viale Andrea Doria 4 Central Station 20124 Milan Italy,Italy,Milan
494173,Bianca Maria Palace Hotel,Viale Bianca Maria 4 Milan City Center 20129 Milan Italy,Italy,Milan
494693,Hotel D Este,Viale Bligny 23 Milan City Center 20136 Milan Italy,Italy,Milan
494791,Hotel Liberty,Viale Bligny 56 Milan City Center 20136 Milan Italy,Italy,Milan
494856,Best Western Hotel Mirage,Viale Certosa 104 106 Certosa 20156 Milan Italy,Italy,Milan
494939,Hotel Raffaello,Viale Certosa 108 Certosa 20156 Milan Italy,Italy,Milan
495020,Antares Hotel Accademia,Viale Certosa 68 Certosa 20155 Milan Italy,Italy,Milan
495050,Starhotels Tourist,Viale Fulvio Testi 300 Bicocca Zara 20126 Milan Italy,Italy,Milan
495282,Grand Visconti Palace,Viale Isonzo 14 Porta Romana 20135 Milan Italy,Italy,Milan
495470,Best Western Hotel Major,Viale Isonzo 2 Porta Romana 20135 Milan Italy,Italy,Milan
495543,Hotel Lombardia,Viale Lombardia 74 76 Citt Studi 20131 Milan Italy,Italy,Milan
495598,NH Milano Palazzo Moscova,Viale Monte Grappa 12 Garibaldi Station 20124 Milan Italy,Italy,Milan
495707,Best Western Antares Hotel Concorde,Viale Monza 132 Distretto Viale Monza 20127 Milan Italy,Italy,Milan
495826,Atahotel Linea Uno,Viale Monza 139 Distretto Viale Monza 20125 Milan Italy,Italy,Milan
495945,Best Western Hotel Astoria,Viale Murillo 9 Fiera Milano City 20149 Milan Italy,Italy,Milan
495982,Sheraton Diana Majestic,Viale Piave 42 Milan City Center 20129 Milan Italy,Italy,Milan
496065,Hotel degli Arcimboldi,Viale Sarca 336 Bicocca Zara 20125 Milan Italy,Italy,Milan
497183,Novotel Milano Nord Ca Granda,Viale Suzzani 13 Bicocca Zara 20162 Milan Italy,Italy,Milan
497242,Best Western Hotel St George,Viale Tunisia 9 Central Station 20124 Milan Italy,Italy,Milan
497515,NH Carlton Amsterdam,Vijzelstraat 4 Amsterdam City Center 1017 HK Amsterdam Netherlands,Netherlands,Amsterdam
498625,Albus Hotel Amsterdam City Centre,Vijzelstraat 49 Amsterdam City Center 1017 HE Amsterdam Netherlands,Netherlands,Amsterdam
498819,Hotel Vilamar ,Vilamari 34 36 Eixample 08015 Barcelona Spain,Spain,Barcelona
498992,Vilana Hotel,Vilana 7 Sarri St Gervasi 08017 Barcelona Spain,Spain,Barcelona
499054,Acevi Villarroel,Villarroel 106 Eixample 08011 Barcelona Spain,Spain,Barcelona
499406,Hotel Arkadenhof,Viriotgasse 5 09 Alsergrund 1090 Vienna Austria,Austria,Vienna
499434,Hotel Vondel Amsterdam,Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,Netherlands,Amsterdam
499956,Hotel Pension Baron am Schottentor,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,Austria,Vienna
500179,Hotel Atlanta,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,Austria,Vienna
500568,Park Inn by Radisson Uno City Vienna,Wagramer Stra e 16 18 22 Donaustadt 1220 Vienna Austria,Austria,Vienna
500929,NH Danube City,Wagramer Stra e 21 22 Donaustadt 1220 Vienna Austria,Austria,Vienna
501153,Strandhotel Alte Donau,Wagramer Stra e 51 22 Donaustadt 1220 Vienna Austria,Austria,Vienna
501194,ARCOTEL Kaiserwasser Superior,Wagramer Stra e 8 22 Donaustadt 1220 Vienna Austria,Austria,Vienna
501337,Mercure Hotel Raphael Wien,Wallgasse 23 06 Mariahilf 1060 Vienna Austria,Austria,Vienna
501488,Arthotel ANA Boutique Six,Webgasse 23 06 Mariahilf 1060 Vienna Austria,Austria,Vienna
501878,Austria Trend Hotel Anatol Wien,Webgasse 26 06 Mariahilf 1060 Vienna Austria,Austria,Vienna
502028,Hotel Kaiserin Elisabeth,Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
502416,Boutique Hotel Notting Hill,Westeinde 26 Amsterdam City Center 1017 ZP Amsterdam Netherlands,Netherlands,Amsterdam
503073,Crowne Plaza London Ealing,Western Avenue Ealing London W5 1HG United Kingdom,United Kingdom,London
503486,Good Hotel London,Western Gateway Newham London E16 1FA United Kingdom,United Kingdom,London
504027,Park Plaza Westminster Bridge London,Westminster Bridge Road Lambeth London SE1 7UT United Kingdom,United Kingdom,London
508196,Hotel du Vin Cannizaro House Wimbledon,Westside Wimbledon Common Wimbledon London SW19 4UE United Kingdom,United Kingdom,London
508485,Amsterdam Canal Residence,Weteringschans 251 Amsterdam City Center 1017 XJ Amsterdam Netherlands,Netherlands,Amsterdam
508552,Thistle Trafalgar Square The Royal Trafalgar,Whitcomb Street Trafalgar Square Westminster Borough London WC2H 7HG United Kingdom,United Kingdom,London
509019,Corinthia Hotel London,Whitehall Place Westminster Borough London SW1A 2BD United Kingdom,United Kingdom,London
509232,The Student Hotel Amsterdam City,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands,Netherlands,Amsterdam
510808,Hotel Prinz Eugen,Wiedner G rtel 14 04 Wieden 1040 Vienna Austria,Austria,Vienna
511319,Hotel Erzherzog Rainer,Wiedner Hauptstr 27 29 04 Wieden 1040 Vienna Austria,Austria,Vienna
511920,Das Triest Hotel,Wiedner Hauptstra e 12 04 Wieden 1040 Vienna Austria,Austria,Vienna
511962,Suite Hotel 900 m zur Oper,Wiedner Hauptstra e 44 04 Wieden 1040 Vienna Austria,Austria,Vienna
512401,Hotel Amadeus,Wildpretmarkt 5 01 Innere Stadt 1010 Vienna Austria,Austria,Vienna
512545,The Berkeley,Wilton Place Knightsbridge Westminster Borough London SW1X 7RL United Kingdom,United Kingdom,London
512645,Holiday Inn London Kensington,Wrights Lane Kensington and Chelsea London W8 5SP United Kingdom,United Kingdom,London
515413,Atlantis Hotel Vienna,Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150 Vienna Austria,Austria,Vienna
